"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","rt","response","attempt","accuracy","dishonest","display","correct","event_name","counterbalance_order","block","phase","condition","seq_pos","test_rep","learn_rep","pred_learn_rep"
"14/07/2021 19:46:28","14/07/2021 12:46:21",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",5,1119,1,1,1,0,"seq_trial",1,"pet store.png","SS6",1,"chunked","pred",1,NA,1,1
"14/07/2021 19:46:30","14/07/2021 12:46:23",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",6,1509,4,1,1,0,"seq_trial",4,"pet store.png","SS6",1,"chunked","pred",2,NA,1,1
"14/07/2021 19:46:32","14/07/2021 12:46:24",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",7,951,3,1,1,0,"seq_trial",3,"pet store.png","SS6",1,"chunked","pred",3,NA,1,1
"14/07/2021 19:46:33","14/07/2021 12:46:25",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",8,777,4,1,1,0,"seq_trial",4,"pet store.png","SS6",1,"chunked","pred",4,NA,1,1
"14/07/2021 19:46:34","14/07/2021 12:46:27",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",9,948.59999999404,2,1,1,0,"seq_trial",2,"pet store.png","SS6",1,"chunked","pred",5,NA,1,1
"14/07/2021 19:46:36","14/07/2021 12:46:28",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",10,815.5,3,1,1,0,"seq_trial",3,"pet store.png","SS6",1,"chunked","pred",6,NA,1,1
"14/07/2021 19:46:42","14/07/2021 12:46:34",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",13,1228.59999999404,1,1,1,0,"seq_trial",1,"pet store.png","SS6",1,"chunked","pred",1,NA,2,2
"14/07/2021 19:46:43","14/07/2021 12:46:35",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",14,618.40000000596,4,1,1,0,"seq_trial",4,"pet store.png","SS6",1,"chunked","pred",2,NA,2,2
"14/07/2021 19:46:44","14/07/2021 12:46:36",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",15,599.20000000298,3,1,1,0,"seq_trial",3,"pet store.png","SS6",1,"chunked","pred",3,NA,2,2
"14/07/2021 19:46:45","14/07/2021 12:46:38",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",16,717.5,4,1,1,0,"seq_trial",4,"pet store.png","SS6",1,"chunked","pred",4,NA,2,2
"14/07/2021 19:46:46","14/07/2021 12:46:39",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",17,758.800000011921,2,1,1,0,"seq_trial",2,"pet store.png","SS6",1,"chunked","pred",5,NA,2,2
"14/07/2021 19:46:48","14/07/2021 12:46:40",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",18,660.90000000596,3,1,1,0,"seq_trial",3,"pet store.png","SS6",1,"chunked","pred",6,NA,2,2
"14/07/2021 19:46:53","14/07/2021 12:46:45",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",21,532.09999999404,1,1,1,0,"seq_trial",1,"pet store.png","SS6",1,"chunked","pred",1,NA,3,3
"14/07/2021 19:46:54","14/07/2021 12:46:46",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",22,410.699999988079,4,1,1,0,"seq_trial",4,"pet store.png","SS6",1,"chunked","pred",2,NA,3,3
"14/07/2021 19:46:55","14/07/2021 12:46:47",56975,3,4266017,"60ee922fcc2b54102d237822","Edge 91.0.864.67","pretraining",2,"SS6",23,690.899999991059,3,1,1,0,"seq_trial",3,"pet store.png","SS6",1,"chunked","pred",3,NA,3,3
