"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","rt","response","attempt","accuracy","dishonest","display","counterbalance_order","list","event","condition","event_name","stim","seq_pos","spatial_pos"
"09/02/2021 22:18:39","09/02/2021 17:18:40",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",12,460,4,1,1,0,"motor_trial","SS5",3,1,"rand","pet store.png","sheep.png",5,4
"09/02/2021 22:18:43","09/02/2021 17:18:44",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",14,515,1,1,1,0,"motor_trial","SS5",3,1,"rand","pet store.png","redpanda.png",6,1
"09/02/2021 22:18:51","09/02/2021 17:18:52",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",18,453,1,1,1,0,"motor_trial","SS5",3,2,"pred","grocery store.png","orange.png",1,1
"09/02/2021 22:18:54","09/02/2021 17:18:55",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",20,301,4,1,1,0,"motor_trial","SS5",3,2,"pred","grocery store.png","lychee.png",2,4
"09/02/2021 22:18:58","09/02/2021 17:18:59",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",22,444,3,1,1,0,"motor_trial","SS5",3,2,"pred","grocery store.png","popcorn.png",3,3
"09/02/2021 22:19:09","09/02/2021 17:19:03",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",24,403,4,1,1,0,"motor_trial","SS5",3,2,"pred","grocery store.png","cookedchicken.png",4,4
"09/02/2021 22:19:09","09/02/2021 17:19:06",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",26,322,2,1,1,0,"motor_trial","SS5",3,2,"pred","grocery store.png","strawberries.png",5,2
"09/02/2021 22:19:09","09/02/2021 17:19:10",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",28,366,3,1,1,0,"motor_trial","SS5",3,2,"pred","grocery store.png","kiwi.png",6,3
"09/02/2021 22:19:44","09/02/2021 17:19:45",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",32,712,2,1,1,0,"motor_trial","SS5",3,3,"rand","pet store.png","vulture.png",1,2
"09/02/2021 22:19:48","09/02/2021 17:19:49",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",34,457,3,1,1,0,"motor_trial","SS5",3,3,"rand","pet store.png","cardinal.png",2,3
"09/02/2021 22:19:52","09/02/2021 17:19:52",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",36,616,1,1,1,0,"motor_trial","SS5",3,3,"rand","pet store.png","giraffe.png",3,1
"09/02/2021 22:19:56","09/02/2021 17:19:57",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",38,768,3,1,1,0,"motor_trial","SS5",3,3,"rand","pet store.png","badger.png",4,3
"09/02/2021 22:19:59","09/02/2021 17:20:00",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",40,385,4,1,1,0,"motor_trial","SS5",3,3,"rand","pet store.png","wolf.png",5,4
"09/02/2021 22:20:03","09/02/2021 17:20:04",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",42,575,1,1,1,0,"motor_trial","SS5",3,3,"rand","pet store.png","polarbear.png",6,1
"09/02/2021 22:20:12","09/02/2021 17:20:12",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",46,653,1,1,1,0,"motor_trial","SS5",3,4,"pred","grocery store.png","tomato.png",1,1
"09/02/2021 22:20:15","09/02/2021 17:20:16",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",48,550,4,1,1,0,"motor_trial","SS5",3,4,"pred","grocery store.png","seaweed.png",2,4
"09/02/2021 22:20:19","09/02/2021 17:20:20",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",50,337,3,1,1,0,"motor_trial","SS5",3,4,"pred","grocery store.png","blackpepper.png",3,3
"09/02/2021 22:20:23","09/02/2021 17:20:24",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",52,339,4,1,1,0,"motor_trial","SS5",3,4,"pred","grocery store.png","corn.png",4,4
"09/02/2021 22:20:26","09/02/2021 17:20:27",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",54,296,2,1,1,0,"motor_trial","SS5",3,4,"pred","grocery store.png","burger.png",5,2
"09/02/2021 22:20:30","09/02/2021 17:20:31",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b3",2,"SS5",56,370,3,1,1,0,"motor_trial","SS5",3,4,"pred","grocery store.png","sandwich.png",6,3
"09/02/2021 22:22:32","09/02/2021 17:22:33",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",4,888,4,1,1,0,"motor_trial","SS5",4,1,"rand","pet store.png","bear.png",1,4
"09/02/2021 22:22:55","09/02/2021 17:22:56",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",6,743,2,1,1,0,"motor_trial","SS5",4,1,"rand","pet store.png","hedgehog.png",2,2
"09/02/2021 22:22:59","09/02/2021 17:23:00",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",8,650,3,1,1,0,"motor_trial","SS5",4,1,"rand","pet store.png","cat.png",3,3
"09/02/2021 22:23:03","09/02/2021 17:23:04",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",10,560,1,1,1,0,"motor_trial","SS5",4,1,"rand","pet store.png","armadillo.png",4,1
"09/02/2021 22:23:07","09/02/2021 17:23:08",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",12,510,2,1,1,0,"motor_trial","SS5",4,1,"rand","pet store.png","moose.png",5,2
"09/02/2021 22:23:11","09/02/2021 17:23:12",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",14,488,1,1,1,0,"motor_trial","SS5",4,1,"rand","pet store.png","snake.png",6,1
"09/02/2021 22:23:19","09/02/2021 17:23:20",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",18,528,4,1,1,0,"motor_trial","SS5",4,2,"rand","pet store.png","canadiangoose.png",1,4
"09/02/2021 22:23:23","09/02/2021 17:23:23",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",20,478,1,1,1,0,"motor_trial","SS5",4,2,"rand","pet store.png","rabbit.png",2,1
"09/02/2021 22:23:26","09/02/2021 17:23:27",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",22,433,3,1,1,0,"motor_trial","SS5",4,2,"rand","pet store.png","bat.png",3,3
"09/02/2021 22:23:30","09/02/2021 17:23:31",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",24,559,2,1,1,0,"motor_trial","SS5",4,2,"rand","pet store.png","elephant.png",4,2
"09/02/2021 22:23:34","09/02/2021 17:23:35",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",26,580,3,1,1,0,"motor_trial","SS5",4,2,"rand","pet store.png","fox.png",5,3
"09/02/2021 22:23:38","09/02/2021 17:23:39",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",28,535,1,1,1,0,"motor_trial","SS5",4,2,"rand","pet store.png","frog.png",6,1
"09/02/2021 22:23:46","09/02/2021 17:23:47",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",32,638,1,1,1,0,"motor_trial","SS5",4,3,"pred","grocery store.png","cheese.png",1,1
"09/02/2021 22:23:50","09/02/2021 17:23:51",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",34,404,4,1,1,0,"motor_trial","SS5",4,3,"pred","grocery store.png","taco.png",2,4
"09/02/2021 22:23:54","09/02/2021 17:23:54",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",36,312,3,1,1,0,"motor_trial","SS5",4,3,"pred","grocery store.png","walnuts.png",3,3
"09/02/2021 22:23:57","09/02/2021 17:23:58",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",38,347,4,1,1,0,"motor_trial","SS5",4,3,"pred","grocery store.png","burrito.png",4,4
"09/02/2021 22:24:01","09/02/2021 17:24:02",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",40,334,2,1,1,0,"motor_trial","SS5",4,3,"pred","grocery store.png","cereal.png",5,2
"09/02/2021 22:24:05","09/02/2021 17:24:05",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",42,343,3,1,1,0,"motor_trial","SS5",4,3,"pred","grocery store.png","pizza.png",6,3
"09/02/2021 22:24:13","09/02/2021 17:24:14",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",46,605,1,1,1,0,"motor_trial","SS5",4,4,"pred","grocery store.png","ravioli.png",1,1
"09/02/2021 22:24:17","09/02/2021 17:24:17",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",48,443,4,1,1,0,"motor_trial","SS5",4,4,"pred","grocery store.png","egg.png",2,4
"09/02/2021 22:24:21","09/02/2021 17:24:21",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",50,401,3,1,1,0,"motor_trial","SS5",4,4,"pred","grocery store.png","beet.png",3,3
"09/02/2021 22:24:24","09/02/2021 17:24:25",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",52,496,4,1,1,0,"motor_trial","SS5",4,4,"pred","grocery store.png","peaches.png",4,4
"09/02/2021 22:24:28","09/02/2021 17:24:29",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",54,303,2,1,1,0,"motor_trial","SS5",4,4,"pred","grocery store.png","bacon.png",5,2
"09/02/2021 22:24:32","09/02/2021 17:24:32",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b4",2,"SS5",56,414,3,1,1,0,"motor_trial","SS5",4,4,"pred","grocery store.png","ramen.png",6,3
"09/02/2021 22:26:55","09/02/2021 17:26:56",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",4,826,1,1,1,0,"motor_trial","SS5",5,1,"pred","grocery store.png","croissant.png",1,1
"09/02/2021 22:26:59","09/02/2021 17:27:00",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",6,591,4,1,1,0,"motor_trial","SS5",5,1,"pred","grocery store.png","bagel.png",2,4
"09/02/2021 22:27:03","09/02/2021 17:27:03",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",8,591,3,1,1,0,"motor_trial","SS5",5,1,"pred","grocery store.png","bread.png",3,3
"09/02/2021 22:27:07","09/02/2021 17:27:07",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",10,615,4,1,1,0,"motor_trial","SS5",5,1,"pred","grocery store.png","butter.png",4,4
"09/02/2021 22:27:10","09/02/2021 17:27:11",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",12,422,2,1,1,0,"motor_trial","SS5",5,1,"pred","grocery store.png","avocado.png",5,2
"09/02/2021 22:27:14","09/02/2021 17:27:15",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",14,462,3,1,1,0,"motor_trial","SS5",5,1,"pred","grocery store.png","granola.png",6,3
"09/02/2021 22:27:22","09/02/2021 17:27:23",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",18,649,1,1,1,0,"motor_trial","SS5",5,2,"pred","grocery store.png","dumplings.png",1,1
"09/02/2021 22:27:26","09/02/2021 17:27:27",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",20,440,4,1,1,0,"motor_trial","SS5",5,2,"pred","grocery store.png","coconut.png",2,4
"09/02/2021 22:27:30","09/02/2021 17:27:31",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",22,379,3,1,1,0,"motor_trial","SS5",5,2,"pred","grocery store.png","apple.png",3,3
"09/02/2021 22:27:34","09/02/2021 17:27:35",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",24,487,4,1,1,0,"motor_trial","SS5",5,2,"pred","grocery store.png","rice.png",4,4
"09/02/2021 22:27:37","09/02/2021 17:27:38",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","encoding_b5",2,"SS5",26,368,2,1,1,0,"motor_trial","SS5",5,2,"pred","grocery store.png","chocolatemilk.png",5,2
