"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","rt","response","attempt","accuracy","dishonest","display","counterbalance_order","list","event","condition","event_name","stim","seq_pos","spatial_pos"
"13/04/2021 15:16:28","13/04/2021 11:16:31",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",8,1218.1700000001,3,1,1,0,"motor_trial_mem","SS5",5,1,"pred","grocery store.png","bread.png",3,3
"13/04/2021 15:16:32","13/04/2021 11:16:35",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",10,203.05499999813,4,1,1,0,"motor_trial_mem","SS5",5,1,"pred","grocery store.png","butter.png",4,4
"13/04/2021 15:16:36","13/04/2021 11:16:39",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",12,535.314999993716,2,1,1,0,"motor_trial_mem","SS5",5,1,"pred","grocery store.png","avocado.png",5,2
"13/04/2021 15:16:40","13/04/2021 11:16:43",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",14,132.665000004636,3,1,1,0,"motor_trial_mem","SS5",5,1,"pred","grocery store.png","granola.png",6,3
"13/04/2021 15:16:48","13/04/2021 11:16:51",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",18,882.924999998068,1,1,1,0,"motor_trial_mem","SS5",5,2,"pred","grocery store.png","dumplings.png",1,1
"13/04/2021 15:16:53","13/04/2021 11:16:55",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",20,838.359999994282,4,1,1,0,"motor_trial_mem","SS5",5,2,"pred","grocery store.png","coconut.png",2,4
"13/04/2021 15:16:57","13/04/2021 11:16:59",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",22,226.295000000391,3,1,1,0,"motor_trial_mem","SS5",5,2,"pred","grocery store.png","apple.png",3,3
"13/04/2021 15:17:01","13/04/2021 11:17:03",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",24,607.564999998431,4,1,1,0,"motor_trial_mem","SS5",5,2,"pred","grocery store.png","rice.png",4,4
"13/04/2021 15:17:05","13/04/2021 11:17:08",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",26,839.459999995597,2,1,1,0,"motor_trial_mem","SS5",5,2,"pred","grocery store.png","chocolatemilk.png",5,2
"13/04/2021 15:17:09","13/04/2021 11:17:12",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",28,842.225000000326,3,1,1,0,"motor_trial_mem","SS5",5,2,"pred","grocery store.png","pancakes.png",6,3
"13/04/2021 15:17:18","13/04/2021 11:17:20",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",32,858.269999996992,3,1,1,0,"motor_trial_cue","SS5",5,3,"rand","pet store.png","caterpillar.png",1,3
"13/04/2021 15:17:22","13/04/2021 11:17:25",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",34,559.36500000098,1,1,1,0,"motor_trial_cue","SS5",5,3,"rand","pet store.png","hammerheadshark.png",2,1
"13/04/2021 15:17:26","13/04/2021 11:17:29",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",36,512.495000002673,4,1,1,0,"motor_trial_cue","SS5",5,3,"rand","pet store.png","whale.png",3,4
"13/04/2021 15:17:30","13/04/2021 11:17:33",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",38,522.414999999455,1,1,1,0,"motor_trial_cue","SS5",5,3,"rand","pet store.png","crab.png",4,1
"13/04/2021 15:17:34","13/04/2021 11:17:37",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",40,772.449999996752,2,1,1,0,"motor_trial_cue","SS5",5,3,"rand","pet store.png","panda.png",5,2
"13/04/2021 15:17:38","13/04/2021 11:17:41",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",42,492.569999994885,4,1,1,0,"motor_trial_cue","SS5",5,3,"rand","pet store.png","shark.png",6,4
"13/04/2021 15:17:46","13/04/2021 11:17:49",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",46,653.169999997772,3,1,1,0,"motor_trial_cue","SS5",5,4,"rand","pet store.png","hermitcrab.png",1,3
"13/04/2021 15:17:50","13/04/2021 11:17:53",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","encoding_b5",2,"SS5",48,440.429999995104,4,1,1,0,"motor_trial_cue","SS5",5,4,"rand","pet store.png","bloodhound.png",2,4
