"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","rt","response","attempt","accuracy","dishonest","display","counterbalance_order","list","event","condition","event_name","seq_pos","spatial_pos","recon_correct","temp_stim1","temp_stim2","temp_cond","temp_correct","spatial_stim","spatial_correct","temp_conf"
"09/02/2021 22:33:56","09/02/2021 17:33:57",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",14,1386,"walrus.png",1,1,0,"recon_trial","SS5",6,3,"rand","pet store.png",4,1,"walrus.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:33:58","09/02/2021 17:33:59",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",15,1768,"tiger.png",1,1,0,"recon_trial","SS5",6,3,"rand","pet store.png",5,3,"tiger.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:00","09/02/2021 17:34:00",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",16,1313,"platypus.png",1,1,0,"recon_trial","SS5",6,3,"rand","pet store.png",6,2,"platypus.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:03","09/02/2021 17:34:04",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",4,2500,"cake.png",1,1,0,"recon_trial","SS5",6,4,"pred","grocery store.png",1,1,"cake.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:05","09/02/2021 17:34:06",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",5,1735,"muffin.png",1,1,0,"recon_trial","SS5",6,4,"pred","grocery store.png",2,4,"muffin.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:06","09/02/2021 17:34:07",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",6,1583,"pretzel.png",1,1,0,"recon_trial","SS5",6,4,"pred","grocery store.png",3,3,"pretzel.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:08","09/02/2021 17:34:09",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",7,1415,"edamame.png",1,1,0,"recon_trial","SS5",6,4,"pred","grocery store.png",4,4,"edamame.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:09","09/02/2021 17:34:10",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",8,1275,"salad.png",1,1,0,"recon_trial","SS5",6,4,"pred","grocery store.png",5,2,"salad.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:34:11","09/02/2021 17:34:11",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b6",3,"SS5",9,1450,"hummus.png",1,1,0,"recon_trial","SS5",6,4,"pred","grocery store.png",6,3,"hummus.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:29","09/02/2021 17:37:30",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",4,2286,"bakedpotato.png",1,1,0,"recon_trial","SS5",7,3,"pred","grocery store.png",1,1,"bakedpotato.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:30","09/02/2021 17:37:31",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",5,1346,"cinnamon.png",1,1,0,"recon_trial","SS5",7,3,"pred","grocery store.png",2,4,"cinnamon.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:32","09/02/2021 17:37:33",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",6,1614,"chocolate.png",1,1,0,"recon_trial","SS5",7,3,"pred","grocery store.png",3,3,"chocolate.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:33","09/02/2021 17:37:34",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",7,1564,"artichoke.png",1,1,0,"recon_trial","SS5",7,3,"pred","grocery store.png",4,4,"artichoke.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:35","09/02/2021 17:37:36",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",8,1401,"cherries.png",1,1,0,"recon_trial","SS5",7,3,"pred","grocery store.png",5,2,"cherries.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:36","09/02/2021 17:37:37",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",9,1338,"pork.png",1,1,0,"recon_trial","SS5",7,3,"pred","grocery store.png",6,3,"pork.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:40","09/02/2021 17:37:41",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",11,2557,"koala.png",1,1,0,"recon_trial","SS5",7,4,"rand","pet store.png",1,3,"koala.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:41","09/02/2021 17:37:42",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",12,1197,"grasshopper.png",1,1,0,"recon_trial","SS5",7,4,"rand","pet store.png",2,1,"grasshopper.png",NA,NA,NA,NA,NA,NA,NA
"09/02/2021 22:37:42","09/02/2021 17:37:43",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","retrieval_b7",3,"SS5",13,1164,"kangaroo.png",1,1,0,"recon_trial","SS5",7,4,"rand","pet store.png",3,4,"kangaroo.png",NA,NA,NA,NA,NA,NA,NA
