"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","screen_name","zone_type","rt","response","attempt","accuracy","dishonest","display","counterbalance_order","condition","event_name","seq_pos","correct","test_rep"
"13/04/2021 15:15:46","13/04/2021 11:15:49",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",23,"Screen 1","response_keyboard",291.745000002265,4,1,1,0,"test_trial","SS5","pred","grocery store.png",4,4,1
"13/04/2021 15:15:47","13/04/2021 11:15:50",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",24,"Screen 1","response_keyboard",324.569999997038,2,1,1,0,"test_trial","SS5","pred","grocery store.png",5,2,1
"13/04/2021 15:15:48","13/04/2021 11:15:50",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",25,"Screen 1","response_keyboard",295.860000005632,3,1,1,0,"test_trial","SS5","pred","grocery store.png",6,3,1
"13/04/2021 15:15:53","13/04/2021 11:15:56",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",28,"Screen 1","response_keyboard",509.165000003122,1,1,1,0,"test_trial","SS5","pred","grocery store.png",1,1,2
"13/04/2021 15:15:54","13/04/2021 11:15:56",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",29,"Screen 1","response_keyboard",199.670000001788,4,1,1,0,"test_trial","SS5","pred","grocery store.png",2,4,2
"13/04/2021 15:15:54","13/04/2021 11:15:57",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",30,"Screen 1","response_keyboard",174.525000002177,3,1,1,0,"test_trial","SS5","pred","grocery store.png",3,3,2
"13/04/2021 15:15:55","13/04/2021 11:15:58",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",31,"Screen 1","response_keyboard",204.470000004221,4,1,1,0,"test_trial","SS5","pred","grocery store.png",4,4,2
"13/04/2021 15:15:56","13/04/2021 11:15:59",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",32,"Screen 1","response_keyboard",257.239999999001,2,1,1,0,"test_trial","SS5","pred","grocery store.png",5,2,2
"13/04/2021 15:15:57","13/04/2021 11:15:59",48742,5,3598281,"5e3adfc595ff562fbdd130fa","Edge 89.0.774.75","reminder",5,"SS5",33,"Screen 1","response_keyboard",265.140000003157,3,1,1,0,"test_trial","SS5","pred","grocery store.png",6,3,2
"13/04/2021 15:17:14","13/04/2021 11:17:14",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",20,"Screen 1","response_keyboard",2056.18999991566,1,1,1,0,"test_trial","SS1","pred","grocery store.png",1,1,1
"13/04/2021 15:17:15","13/04/2021 11:17:15",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",21,"Screen 1","response_keyboard",397.489999886602,4,1,1,0,"test_trial","SS1","pred","grocery store.png",2,4,1
"13/04/2021 15:17:16","13/04/2021 11:17:15",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",22,"Screen 1","response_keyboard",284.660000121221,3,1,1,0,"test_trial","SS1","pred","grocery store.png",3,3,1
"13/04/2021 15:17:16","13/04/2021 11:17:16",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",23,"Screen 1","response_keyboard",187.284999992698,4,1,1,0,"test_trial","SS1","pred","grocery store.png",4,4,1
"13/04/2021 15:17:17","13/04/2021 11:17:17",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",24,"Screen 1","response_keyboard",70.6650000065565,2,1,1,0,"test_trial","SS1","pred","grocery store.png",5,2,1
"13/04/2021 15:17:18","13/04/2021 11:17:18",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",25,"Screen 1","response_keyboard",784.669999964535,3,1,1,0,"test_trial","SS1","pred","grocery store.png",6,3,1
"13/04/2021 15:17:24","13/04/2021 11:17:24",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",28,"Screen 1","response_keyboard",788.285000016913,1,1,1,0,"test_trial","SS1","pred","grocery store.png",1,1,2
"13/04/2021 15:17:25","13/04/2021 11:17:25",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",29,"Screen 1","response_keyboard",752.235000021756,4,1,1,0,"test_trial","SS1","pred","grocery store.png",2,4,2
"13/04/2021 15:17:26","13/04/2021 11:17:26",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",30,"Screen 1","response_keyboard",163.830000208691,3,1,1,0,"test_trial","SS1","pred","grocery store.png",3,3,2
"13/04/2021 15:17:27","13/04/2021 11:17:27",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",31,"Screen 1","response_keyboard",465.984999900684,4,1,1,0,"test_trial","SS1","pred","grocery store.png",4,4,2
"13/04/2021 15:17:28","13/04/2021 11:17:28",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",32,"Screen 1","response_keyboard",509.489999851212,2,1,1,0,"test_trial","SS1","pred","grocery store.png",5,2,2
"13/04/2021 15:17:29","13/04/2021 11:17:28",48742,5,3598258,"5e8bd7044f71ac0c45cb3b52","Chrome 88.0.4324.192","reminder",5,"SS1",33,"Screen 1","response_keyboard",135.340000037104,3,1,1,0,"test_trial","SS1","pred","grocery store.png",6,3,2
"13/04/2021 15:20:53","13/04/2021 08:20:51",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",20,"Screen 1","response_keyboard",575.970000005327,1,1,1,0,"test_trial","SS2","pred","pet store.png",1,1,1
"13/04/2021 15:20:54","13/04/2021 08:20:52",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",21,"Screen 1","response_keyboard",441.259999992326,4,1,1,0,"test_trial","SS2","pred","pet store.png",2,4,1
"13/04/2021 15:20:55","13/04/2021 08:20:53",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",22,"Screen 1","response_keyboard",280.30499999295,3,1,1,0,"test_trial","SS2","pred","pet store.png",3,3,1
"13/04/2021 15:20:56","13/04/2021 08:20:54",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",23,"Screen 1","response_keyboard",266.364999988582,4,1,1,0,"test_trial","SS2","pred","pet store.png",4,4,1
"13/04/2021 15:20:56","13/04/2021 08:20:54",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",24,"Screen 1","response_keyboard",230.999999999767,2,1,1,0,"test_trial","SS2","pred","pet store.png",5,2,1
"13/04/2021 15:20:57","13/04/2021 08:20:55",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",25,"Screen 1","response_keyboard",274.729999990086,3,1,1,0,"test_trial","SS2","pred","pet store.png",6,3,1
"13/04/2021 15:21:02","13/04/2021 08:21:00",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",28,"Screen 1","response_keyboard",505.06999999925,1,1,1,0,"test_trial","SS2","pred","pet store.png",1,1,2
"13/04/2021 15:21:03","13/04/2021 08:21:01",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",29,"Screen 1","response_keyboard",309.045000001788,4,1,1,0,"test_trial","SS2","pred","pet store.png",2,4,2
"13/04/2021 15:21:04","13/04/2021 08:21:02",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",30,"Screen 1","response_keyboard",266.360000008717,3,1,1,0,"test_trial","SS2","pred","pet store.png",3,3,2
"13/04/2021 15:21:05","13/04/2021 08:21:03",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",31,"Screen 1","response_keyboard",257.675000000745,4,1,1,0,"test_trial","SS2","pred","pet store.png",4,4,2
"13/04/2021 15:21:06","13/04/2021 08:21:04",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",32,"Screen 1","response_keyboard",252.000000007683,2,1,1,0,"test_trial","SS2","pred","pet store.png",5,2,2
"13/04/2021 15:21:06","13/04/2021 08:21:04",48742,5,3598332,"5f4d1708e4aa390b8063c42d","Chrome 89.0.4389.114","reminder",5,"SS2",33,"Screen 1","response_keyboard",233.350000009523,3,1,1,0,"test_trial","SS2","pred","pet store.png",6,3,2
"13/04/2021 15:25:05","13/04/2021 10:25:04",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",20,"Screen 1","response_keyboard",642.61500001885,1,1,1,0,"test_trial","SS6","pred","pet store.png",1,1,1
"13/04/2021 15:25:06","13/04/2021 10:25:05",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",21,"Screen 1","response_keyboard",396.270000026561,4,1,1,0,"test_trial","SS6","pred","pet store.png",2,4,1
"13/04/2021 15:25:07","13/04/2021 10:25:06",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",22,"Screen 1","response_keyboard",196.204999927431,3,1,1,0,"test_trial","SS6","pred","pet store.png",3,3,1
"13/04/2021 15:25:07","13/04/2021 10:25:07",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",23,"Screen 1","response_keyboard",242.57999996189,4,1,1,0,"test_trial","SS6","pred","pet store.png",4,4,1
"13/04/2021 15:25:08","13/04/2021 10:25:07",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",24,"Screen 1","response_keyboard",229.114999994636,2,1,1,0,"test_trial","SS6","pred","pet store.png",5,2,1
"13/04/2021 15:25:09","13/04/2021 10:25:08",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",25,"Screen 1","response_keyboard",199.099999968894,3,1,1,0,"test_trial","SS6","pred","pet store.png",6,3,1
"13/04/2021 15:25:14","13/04/2021 10:25:13",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",28,"Screen 1","response_keyboard",624.199999962002,1,1,1,0,"test_trial","SS6","pred","pet store.png",1,1,2
"13/04/2021 15:25:15","13/04/2021 10:25:14",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",29,"Screen 1","response_keyboard",378.004999947734,4,1,1,0,"test_trial","SS6","pred","pet store.png",2,4,2
"13/04/2021 15:25:16","13/04/2021 10:25:15",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",30,"Screen 1","response_keyboard",155.2349999547,3,1,1,0,"test_trial","SS6","pred","pet store.png",3,3,2
"13/04/2021 15:25:17","13/04/2021 10:25:16",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",31,"Screen 1","response_keyboard",190.999999991618,4,1,1,0,"test_trial","SS6","pred","pet store.png",4,4,2
"13/04/2021 15:25:17","13/04/2021 10:25:16",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",32,"Screen 1","response_keyboard",225.8950000396,2,1,1,0,"test_trial","SS6","pred","pet store.png",5,2,2
"13/04/2021 15:25:18","13/04/2021 10:25:17",48742,5,3598428,"60660870280f2b522cc3214b","Chrome 89.0.4389.114","reminder",5,"SS6",33,"Screen 1","response_keyboard",195.569999981672,3,1,1,0,"test_trial","SS6","pred","pet store.png",6,3,2
"13/04/2021 16:04:33","13/04/2021 12:04:34",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",20,"Screen 1","response_keyboard",1507.92000000001,3,1,1,0,"test_trial","SS3","pred","grocery store.png",1,3,1
"13/04/2021 16:04:34","13/04/2021 12:04:35",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",21,"Screen 1","response_keyboard",786.724999999919,2,1,1,0,"test_trial","SS3","pred","grocery store.png",2,2,1
"13/04/2021 16:04:36","13/04/2021 12:04:36",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",22,"Screen 1","response_keyboard",676.014999999999,4,1,1,0,"test_trial","SS3","pred","grocery store.png",3,4,1
"13/04/2021 16:04:36","13/04/2021 12:04:37",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",23,"Screen 1","response_keyboard",195.324999999677,2,1,1,0,"test_trial","SS3","pred","grocery store.png",4,2,1
"13/04/2021 16:04:37","13/04/2021 12:04:38",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",24,"Screen 1","response_keyboard",338.080000000453,1,1,1,0,"test_trial","SS3","pred","grocery store.png",5,1,1
"13/04/2021 16:04:38","13/04/2021 12:04:38",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",25,"Screen 1","response_keyboard",69.3550000005489,3,1,0,0,"test_trial","SS3","pred","grocery store.png",6,4,1
"13/04/2021 16:04:43","13/04/2021 12:04:44",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",28,"Screen 1","response_keyboard",896.804999999411,3,1,1,0,"test_trial","SS3","pred","grocery store.png",1,3,2
"13/04/2021 16:04:44","13/04/2021 12:04:45",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",29,"Screen 1","response_keyboard",315.085000000196,2,1,1,0,"test_trial","SS3","pred","grocery store.png",2,2,2
"13/04/2021 16:04:45","13/04/2021 12:04:46",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",30,"Screen 1","response_keyboard",449.16000000012,4,1,1,0,"test_trial","SS3","pred","grocery store.png",3,4,2
"13/04/2021 16:04:46","13/04/2021 12:04:47",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",31,"Screen 1","response_keyboard",208.634999999951,2,1,1,0,"test_trial","SS3","pred","grocery store.png",4,2,2
"13/04/2021 16:04:47","13/04/2021 12:04:47",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",32,"Screen 1","response_keyboard",160.015000000378,1,1,1,0,"test_trial","SS3","pred","grocery store.png",5,1,2
"13/04/2021 16:04:47","13/04/2021 12:04:48",48742,5,3598255,"5f500418133110165a1539a9","Chrome 89.0.4389.114","reminder",5,"SS3",33,"Screen 1","response_keyboard",31.5950000003795,4,1,1,0,"test_trial","SS3","pred","grocery store.png",6,4,2
"13/04/2021 16:05:25","13/04/2021 11:05:21",48742,5,3598257,"6065dd3e62bd91a2b471a822","Chrome 89.0.4389.114","reminder",5,"SS7",20,"Screen 1","response_keyboard",1042.679999955,3,1,1,0,"test_trial","SS7","pred","grocery store.png",1,3,1
"13/04/2021 16:05:25","13/04/2021 11:05:22",48742,5,3598257,"6065dd3e62bd91a2b471a822","Chrome 89.0.4389.114","reminder",5,"SS7",21,"Screen 1","response_keyboard",76.6100001055747,2,1,1,0,"test_trial","SS7","pred","grocery store.png",2,2,1
"13/04/2021 16:05:26","13/04/2021 11:05:22",48742,5,3598257,"6065dd3e62bd91a2b471a822","Chrome 89.0.4389.114","reminder",5,"SS7",22,"Screen 1","response_keyboard",171.060000080615,4,1,1,0,"test_trial","SS7","pred","grocery store.png",3,4,1
"13/04/2021 16:05:27","13/04/2021 11:05:23",48742,5,3598257,"6065dd3e62bd91a2b471a822","Chrome 89.0.4389.114","reminder",5,"SS7",23,"Screen 1","response_keyboard",590.054999804124,1,1,0,0,"test_trial","SS7","pred","grocery store.png",4,2,1
"13/04/2021 16:05:30","13/04/2021 11:05:26",48742,5,3598257,"6065dd3e62bd91a2b471a822","Chrome 89.0.4389.114","reminder",5,"SS7",24,"Screen 1","response_keyboard",2208.9749998413,1,1,1,0,"test_trial","SS7","pred","grocery store.png",5,1,1
"13/04/2021 16:05:31","13/04/2021 11:05:28",48742,5,3598257,"6065dd3e62bd91a2b471a822","Chrome 89.0.4389.114","reminder",5,"SS7",25,"Screen 1","response_keyboard",879.444999853149,4,1,1,0,"test_trial","SS7","pred","grocery store.png",6,4,1
