utc_date,local_date,exp_id,exp_ver,id,prolific_id,browser,task,task_ver,gorilla_counterbalance,trial_row,screen_name,zone_type,rt,response,attempt,accuracy,dishonest,display,counterbalance_order,condition,event_name,seq_pos,correct
14/07/2021 21:19:30,14/07/2021 16:19:30,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,32,Screen 1,response_keyboard,171.90000000596046,1,1,1,0,test_trial,SS4,pred,pet store.png,5,1
14/07/2021 21:19:31,14/07/2021 16:19:31,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,33,Screen 1,response_keyboard,127.3999999910593,4,1,1,0,test_trial,SS4,pred,pet store.png,6,4
19/07/2021 19:20:36,19/07/2021 15:20:35,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,20,Screen 1,response_keyboard,711.4000000059605,3,1,1,0,test_trial,SS4,pred,pet store.png,1,3
19/07/2021 19:20:37,19/07/2021 15:20:36,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,21,Screen 1,response_keyboard,874.2000000178814,2,1,1,0,test_trial,SS4,pred,pet store.png,2,2
19/07/2021 19:20:38,19/07/2021 15:20:37,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,22,Screen 1,response_keyboard,568.8999999761581,4,1,1,0,test_trial,SS4,pred,pet store.png,3,4
19/07/2021 19:20:39,19/07/2021 15:20:39,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,23,Screen 1,response_keyboard,635.4000000059605,2,1,1,0,test_trial,SS4,pred,pet store.png,4,2
19/07/2021 19:20:40,19/07/2021 15:20:39,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,24,Screen 1,response_keyboard,322.59999999403954,1,1,1,0,test_trial,SS4,pred,pet store.png,5,1
19/07/2021 19:20:41,19/07/2021 15:20:40,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,25,Screen 1,response_keyboard,261.5,4,1,1,0,test_trial,SS4,pred,pet store.png,6,4
19/07/2021 19:20:46,19/07/2021 15:20:45,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,28,Screen 1,response_keyboard,426.30000001192093,3,1,1,0,test_trial,SS4,pred,pet store.png,1,3
19/07/2021 19:20:47,19/07/2021 15:20:47,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,29,Screen 1,response_keyboard,546.3000000119209,2,1,1,0,test_trial,SS4,pred,pet store.png,2,2
19/07/2021 19:20:49,19/07/2021 15:20:48,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,30,Screen 1,response_keyboard,541.8999999761581,4,1,1,0,test_trial,SS4,pred,pet store.png,3,4
19/07/2021 19:20:50,19/07/2021 15:20:49,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,31,Screen 1,response_keyboard,720.1999999880791,2,1,1,0,test_trial,SS4,pred,pet store.png,4,2
19/07/2021 19:20:51,19/07/2021 15:20:50,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,32,Screen 1,response_keyboard,368.19999998807907,1,1,1,0,test_trial,SS4,pred,pet store.png,5,1
19/07/2021 19:20:52,19/07/2021 15:20:51,56975,3,4297756,60edf5baeda27703883525c6,Chrome 91.0.4472.124,reminder,2,SS4,33,Screen 1,response_keyboard,445.40000000596046,4,1,1,0,test_trial,SS4,pred,pet store.png,6,4
19/07/2021 19:28:25,19/07/2021 15:28:25,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,20,Screen 1,response_keyboard,902,1,1,1,0,test_trial,SS1,pred,grocery store.png,1,1
19/07/2021 19:28:26,19/07/2021 15:28:26,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,21,Screen 1,response_keyboard,493,4,1,1,0,test_trial,SS1,pred,grocery store.png,2,4
19/07/2021 19:28:27,19/07/2021 15:28:27,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,22,Screen 1,response_keyboard,599,3,1,1,0,test_trial,SS1,pred,grocery store.png,3,3
19/07/2021 19:28:28,19/07/2021 15:28:28,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,23,Screen 1,response_keyboard,476,4,1,1,0,test_trial,SS1,pred,grocery store.png,4,4
19/07/2021 19:28:29,19/07/2021 15:28:29,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,24,Screen 1,response_keyboard,514,2,1,1,0,test_trial,SS1,pred,grocery store.png,5,2
19/07/2021 19:28:30,19/07/2021 15:28:30,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,25,Screen 1,response_keyboard,358,3,1,1,0,test_trial,SS1,pred,grocery store.png,6,3
19/07/2021 19:28:35,19/07/2021 15:28:36,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,28,Screen 1,response_keyboard,1105,1,1,1,0,test_trial,SS1,pred,grocery store.png,1,1
19/07/2021 19:28:36,19/07/2021 15:28:36,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,29,Screen 1,response_keyboard,209,4,1,1,0,test_trial,SS1,pred,grocery store.png,2,4
19/07/2021 19:28:37,19/07/2021 15:28:37,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,30,Screen 1,response_keyboard,248,3,1,1,0,test_trial,SS1,pred,grocery store.png,3,3
19/07/2021 19:28:38,19/07/2021 15:28:38,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,31,Screen 1,response_keyboard,103,4,1,1,0,test_trial,SS1,pred,grocery store.png,4,4
19/07/2021 19:28:38,19/07/2021 15:28:39,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,32,Screen 1,response_keyboard,399,2,1,1,0,test_trial,SS1,pred,grocery store.png,5,2
19/07/2021 19:28:39,19/07/2021 15:28:39,56975,3,4297881,5e9cef3a035d9021d21b24dd,Firefox 90.0,reminder,2,SS1,33,Screen 1,response_keyboard,201,3,1,1,0,test_trial,SS1,pred,grocery store.png,6,3
19/07/2021 19:30:06,19/07/2021 15:28:47,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,20,Screen 1,response_keyboard,725.6999999880791,3,1,1,0,test_trial,SS8,pred,pet store.png,1,3
19/07/2021 19:30:07,19/07/2021 15:28:48,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,21,Screen 1,response_keyboard,222.89999997615814,2,1,1,0,test_trial,SS8,pred,pet store.png,2,2
19/07/2021 19:30:07,19/07/2021 15:28:49,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,22,Screen 1,response_keyboard,336.39999997615814,4,1,1,0,test_trial,SS8,pred,pet store.png,3,4
19/07/2021 19:30:08,19/07/2021 15:28:50,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,23,Screen 1,response_keyboard,353.30000001192093,2,1,1,0,test_trial,SS8,pred,pet store.png,4,2
19/07/2021 19:30:09,19/07/2021 15:28:50,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,24,Screen 1,response_keyboard,229.5,1,1,1,0,test_trial,SS8,pred,pet store.png,5,1
19/07/2021 19:30:10,19/07/2021 15:28:51,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,25,Screen 1,response_keyboard,211.39999997615814,4,1,1,0,test_trial,SS8,pred,pet store.png,6,4
19/07/2021 19:30:16,19/07/2021 15:28:57,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,28,Screen 1,response_keyboard,1179.3999999761581,3,1,1,0,test_trial,SS8,pred,pet store.png,1,3
19/07/2021 19:30:16,19/07/2021 15:28:58,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,29,Screen 1,response_keyboard,143.80000001192093,2,1,1,0,test_trial,SS8,pred,pet store.png,2,2
19/07/2021 19:30:18,19/07/2021 15:28:59,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,30,Screen 1,response_keyboard,1237,4,1,1,0,test_trial,SS8,pred,pet store.png,3,4
19/07/2021 19:30:19,19/07/2021 15:29:00,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,31,Screen 1,response_keyboard,193,2,1,1,0,test_trial,SS8,pred,pet store.png,4,2
19/07/2021 19:30:21,19/07/2021 15:29:02,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,32,Screen 1,response_keyboard,1227.9000000357628,1,1,1,0,test_trial,SS8,pred,pet store.png,5,1
19/07/2021 19:30:22,19/07/2021 15:29:03,56975,3,4297816,60cf382898b50ef89e5efab3,Chrome 91.0.4472.164,reminder,2,SS8,33,Screen 1,response_keyboard,445.80000001192093,4,1,1,0,test_trial,SS8,pred,pet store.png,6,4
19/07/2021 19:35:47,19/07/2021 14:35:47,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,20,Screen 1,response_keyboard,469.5,1,1,1,0,test_trial,SS5,pred,grocery store.png,1,1
19/07/2021 19:35:48,19/07/2021 14:35:47,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,21,Screen 1,response_keyboard,229,4,1,1,0,test_trial,SS5,pred,grocery store.png,2,4
19/07/2021 19:35:49,19/07/2021 14:35:48,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,22,Screen 1,response_keyboard,159.5,3,1,1,0,test_trial,SS5,pred,grocery store.png,3,3
19/07/2021 19:35:50,19/07/2021 14:35:49,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,23,Screen 1,response_keyboard,61.39999997615814,4,1,1,0,test_trial,SS5,pred,grocery store.png,4,4
19/07/2021 19:35:50,19/07/2021 14:35:49,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,24,Screen 1,response_keyboard,74,2,1,1,0,test_trial,SS5,pred,grocery store.png,5,2
19/07/2021 19:35:51,19/07/2021 14:35:50,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,25,Screen 1,response_keyboard,546.8999999761581,3,1,1,0,test_trial,SS5,pred,grocery store.png,6,3
19/07/2021 19:35:57,19/07/2021 14:35:56,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,28,Screen 1,response_keyboard,718.2000000476837,1,1,1,0,test_trial,SS5,pred,grocery store.png,1,1
19/07/2021 19:35:57,19/07/2021 14:35:57,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,29,Screen 1,response_keyboard,242.69999998807907,4,1,1,0,test_trial,SS5,pred,grocery store.png,2,4
19/07/2021 19:35:58,19/07/2021 14:35:57,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,30,Screen 1,response_keyboard,298,3,1,1,0,test_trial,SS5,pred,grocery store.png,3,3
19/07/2021 19:35:59,19/07/2021 14:35:58,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,31,Screen 1,response_keyboard,250.10000002384186,4,1,1,0,test_trial,SS5,pred,grocery store.png,4,4
19/07/2021 19:36:00,19/07/2021 14:35:59,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,32,Screen 1,response_keyboard,202.80000001192093,2,1,1,0,test_trial,SS5,pred,grocery store.png,5,2
19/07/2021 19:36:00,19/07/2021 14:35:59,56975,3,4297892,5ef10fcd68a53e4a87ff6e01,Chrome 91.0.4472.124,reminder,2,SS5,33,Screen 1,response_keyboard,108.09999996423721,3,1,1,0,test_trial,SS5,pred,grocery store.png,6,3
19/07/2021 19:43:46,19/07/2021 15:43:46,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,20,Screen 1,response_keyboard,2486.095000000205,1,1,1,0,test_trial,SS1,pred,grocery store.png,1,1
19/07/2021 19:43:47,19/07/2021 15:43:47,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,21,Screen 1,response_keyboard,688.8850000104867,4,1,1,0,test_trial,SS1,pred,grocery store.png,2,4
19/07/2021 19:43:48,19/07/2021 15:43:48,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,22,Screen 1,response_keyboard,886.0100000165403,3,1,1,0,test_trial,SS1,pred,grocery store.png,3,3
19/07/2021 19:43:50,19/07/2021 15:43:50,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,23,Screen 1,response_keyboard,658.434999990277,4,1,1,0,test_trial,SS1,pred,grocery store.png,4,4
19/07/2021 19:43:51,19/07/2021 15:43:50,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,24,Screen 1,response_keyboard,344.5750000537373,2,1,1,0,test_trial,SS1,pred,grocery store.png,5,2
19/07/2021 19:43:51,19/07/2021 15:43:51,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,25,Screen 1,response_keyboard,35.939999972470105,3,1,1,0,test_trial,SS1,pred,grocery store.png,6,3
19/07/2021 19:43:56,19/07/2021 15:43:56,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,28,Screen 1,response_keyboard,627.3950000177138,1,1,1,0,test_trial,SS1,pred,grocery store.png,1,1
19/07/2021 19:43:57,19/07/2021 15:43:57,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,29,Screen 1,response_keyboard,303.7100000074133,4,1,1,0,test_trial,SS1,pred,grocery store.png,2,4
19/07/2021 19:43:58,19/07/2021 15:43:58,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,30,Screen 1,response_keyboard,262.2550000087358,3,1,1,0,test_trial,SS1,pred,grocery store.png,3,3
19/07/2021 19:43:59,19/07/2021 15:43:59,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,31,Screen 1,response_keyboard,197.14000000385568,4,1,1,0,test_trial,SS1,pred,grocery store.png,4,4
19/07/2021 19:43:59,19/07/2021 15:43:59,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,32,Screen 1,response_keyboard,34.50499998871237,2,1,1,0,test_trial,SS1,pred,grocery store.png,5,2
19/07/2021 19:44:01,19/07/2021 15:44:01,56975,3,4297922,5c3272172f0f3500010284c0,Chrome 87.0.4280.88,reminder,2,SS1,33,Screen 1,response_keyboard,843.894999998156,3,1,1,0,test_trial,SS1,pred,grocery store.png,6,3
19/07/2021 19:47:57,19/07/2021 14:47:57,56975,3,4297959,5f57968257f42924fb0f9a15,Firefox 89.0,reminder,2,SS6,20,Screen 1,response_keyboard,292,1,1,1,0,test_trial,SS6,pred,pet store.png,1,1
19/07/2021 19:47:58,19/07/2021 14:47:57,56975,3,4297959,5f57968257f42924fb0f9a15,Firefox 89.0,reminder,2,SS6,21,Screen 1,response_keyboard,176,4,1,1,0,test_trial,SS6,pred,pet store.png,2,4
