utc_date,local_date,exp_id,exp_ver,id,prolific_id,browser,task,task_ver,gorilla_counterbalance,trial_row,screen_name,zone_type,rt,response,attempt,accuracy,dishonest,display,counterbalance_order,condition,event_name,seq_pos,correct
14/07/2021 19:22:30,14/07/2021 14:22:38,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,20,Screen 1,response_keyboard,988,3,1,1,0,test_trial,SS3,pred,grocery store.png,1,3
14/07/2021 19:22:32,14/07/2021 14:22:39,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,21,Screen 1,response_keyboard,797,2,1,1,0,test_trial,SS3,pred,grocery store.png,2,2
14/07/2021 19:22:33,14/07/2021 14:22:41,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,22,Screen 1,response_keyboard,603,4,1,1,0,test_trial,SS3,pred,grocery store.png,3,4
14/07/2021 19:22:34,14/07/2021 14:22:42,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,23,Screen 1,response_keyboard,546,2,1,1,0,test_trial,SS3,pred,grocery store.png,4,2
14/07/2021 19:22:35,14/07/2021 14:22:43,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,24,Screen 1,response_keyboard,487,1,1,1,0,test_trial,SS3,pred,grocery store.png,5,1
14/07/2021 19:22:36,14/07/2021 14:22:44,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,25,Screen 1,response_keyboard,420,4,1,1,0,test_trial,SS3,pred,grocery store.png,6,4
14/07/2021 19:22:42,14/07/2021 14:22:49,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,28,Screen 1,response_keyboard,1017,3,1,1,0,test_trial,SS3,pred,grocery store.png,1,3
14/07/2021 19:22:43,14/07/2021 14:22:50,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,29,Screen 1,response_keyboard,348,2,1,1,0,test_trial,SS3,pred,grocery store.png,2,2
14/07/2021 19:22:44,14/07/2021 14:22:51,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,30,Screen 1,response_keyboard,385,4,1,1,0,test_trial,SS3,pred,grocery store.png,3,4
14/07/2021 19:22:45,14/07/2021 14:22:52,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,31,Screen 1,response_keyboard,811,2,1,1,0,test_trial,SS3,pred,grocery store.png,4,2
14/07/2021 19:22:46,14/07/2021 14:22:53,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,32,Screen 1,response_keyboard,404,1,1,1,0,test_trial,SS3,pred,grocery store.png,5,1
14/07/2021 19:22:47,14/07/2021 14:22:54,56975,3,4265656,5e19805e05e1512212e4789a,Firefox 89.0,reminder,2,SS3,33,Screen 1,response_keyboard,277,4,1,1,0,test_trial,SS3,pred,grocery store.png,6,4
14/07/2021 19:34:01,14/07/2021 15:34:02,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,20,Screen 1,response_keyboard,600.3999999985099,1,1,1,0,test_trial,SS5,pred,grocery store.png,1,1
14/07/2021 19:34:02,14/07/2021 15:34:03,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,21,Screen 1,response_keyboard,264.69999999925494,4,1,1,0,test_trial,SS5,pred,grocery store.png,2,4
14/07/2021 19:34:03,14/07/2021 15:34:04,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,22,Screen 1,response_keyboard,252.5,3,1,1,0,test_trial,SS5,pred,grocery store.png,3,3
14/07/2021 19:34:04,14/07/2021 15:34:04,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,23,Screen 1,response_keyboard,227.69999999925494,4,1,1,0,test_trial,SS5,pred,grocery store.png,4,4
14/07/2021 19:34:05,14/07/2021 15:34:05,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,24,Screen 1,response_keyboard,179.09999999776483,2,1,1,0,test_trial,SS5,pred,grocery store.png,5,2
14/07/2021 19:34:05,14/07/2021 15:34:06,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,25,Screen 1,response_keyboard,235.30000000074506,3,1,1,0,test_trial,SS5,pred,grocery store.png,6,3
14/07/2021 19:34:11,14/07/2021 15:34:11,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,28,Screen 1,response_keyboard,521.1999999992549,1,1,1,0,test_trial,SS5,pred,grocery store.png,1,1
14/07/2021 19:34:11,14/07/2021 15:34:12,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,29,Screen 1,response_keyboard,142.09999999776483,4,1,1,0,test_trial,SS5,pred,grocery store.png,2,4
14/07/2021 19:34:12,14/07/2021 15:34:12,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,30,Screen 1,response_keyboard,71.5,3,1,1,0,test_trial,SS5,pred,grocery store.png,3,3
14/07/2021 19:34:13,14/07/2021 15:34:13,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,31,Screen 1,response_keyboard,69.40000000223517,4,1,1,0,test_trial,SS5,pred,grocery store.png,4,4
14/07/2021 19:34:14,14/07/2021 15:34:14,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,32,Screen 1,response_keyboard,558.1000000014901,2,1,1,0,test_trial,SS5,pred,grocery store.png,5,2
14/07/2021 19:34:14,14/07/2021 15:34:15,56975,3,4265819,60d5d29541e3a5a148be906c,Chrome 91.0.4472.124,reminder,2,SS5,33,Screen 1,response_keyboard,235.5,3,1,1,0,test_trial,SS5,pred,grocery store.png,6,3
14/07/2021 20:14:21,14/07/2021 13:14:14,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,20,Screen 1,response_keyboard,738.4000000059605,1,1,1,0,test_trial,SS6,pred,pet store.png,1,1
14/07/2021 20:14:22,14/07/2021 13:14:14,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,21,Screen 1,response_keyboard,237,4,1,1,0,test_trial,SS6,pred,pet store.png,2,4
14/07/2021 20:14:23,14/07/2021 13:14:15,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,22,Screen 1,response_keyboard,288.59999999403954,3,1,1,0,test_trial,SS6,pred,pet store.png,3,3
14/07/2021 20:14:24,14/07/2021 13:14:16,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,23,Screen 1,response_keyboard,341.29999999701977,4,1,1,0,test_trial,SS6,pred,pet store.png,4,4
14/07/2021 20:14:25,14/07/2021 13:14:17,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,24,Screen 1,response_keyboard,311.90000000596046,2,1,1,0,test_trial,SS6,pred,pet store.png,5,2
14/07/2021 20:14:25,14/07/2021 13:14:18,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,25,Screen 1,response_keyboard,218.29999999701977,3,1,1,0,test_trial,SS6,pred,pet store.png,6,3
14/07/2021 20:14:31,14/07/2021 13:14:24,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,28,Screen 1,response_keyboard,995.4000000059605,1,1,1,0,test_trial,SS6,pred,pet store.png,1,1
14/07/2021 20:14:32,14/07/2021 13:14:24,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,29,Screen 1,response_keyboard,122.09999999403954,4,1,1,0,test_trial,SS6,pred,pet store.png,2,4
14/07/2021 20:14:33,14/07/2021 13:14:25,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,30,Screen 1,response_keyboard,236.90000000596046,3,1,1,0,test_trial,SS6,pred,pet store.png,3,3
14/07/2021 20:14:33,14/07/2021 13:14:26,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,31,Screen 1,response_keyboard,165.5,4,1,1,0,test_trial,SS6,pred,pet store.png,4,4
14/07/2021 20:14:34,14/07/2021 13:14:26,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,32,Screen 1,response_keyboard,236.20000000298023,2,1,1,0,test_trial,SS6,pred,pet store.png,5,2
14/07/2021 20:14:35,14/07/2021 13:14:27,56975,3,4266017,60ee922fcc2b54102d237822,Edge 91.0.864.67,reminder,2,SS6,33,Screen 1,response_keyboard,190.40000000596046,3,1,1,0,test_trial,SS6,pred,pet store.png,6,3
14/07/2021 21:19:08,14/07/2021 16:19:09,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,20,Screen 1,response_keyboard,1967.9000000059605,3,1,1,0,test_trial,SS4,pred,pet store.png,1,3
14/07/2021 21:19:09,14/07/2021 16:19:09,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,21,Screen 1,response_keyboard,148.70000000298023,2,1,1,0,test_trial,SS4,pred,pet store.png,2,2
14/07/2021 21:19:10,14/07/2021 16:19:10,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,22,Screen 1,response_keyboard,234.29999999701977,4,1,1,0,test_trial,SS4,pred,pet store.png,3,4
14/07/2021 21:19:11,14/07/2021 16:19:11,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,23,Screen 1,response_keyboard,156.6000000089407,2,1,1,0,test_trial,SS4,pred,pet store.png,4,2
14/07/2021 21:19:11,14/07/2021 16:19:12,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,24,Screen 1,response_keyboard,36.20000000298023,1,1,1,0,test_trial,SS4,pred,pet store.png,5,1
14/07/2021 21:19:17,14/07/2021 16:19:17,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,25,Screen 1,timelimit_screen,5000,NA,NA,0,0,test_trial,SS4,pred,pet store.png,6,4
14/07/2021 21:19:26,14/07/2021 16:19:26,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,28,Screen 1,response_keyboard,4200.399999991059,3,1,1,0,test_trial,SS4,pred,pet store.png,1,3
14/07/2021 21:19:27,14/07/2021 16:19:28,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,29,Screen 1,response_keyboard,772.8000000119209,2,1,1,0,test_trial,SS4,pred,pet store.png,2,2
14/07/2021 21:19:28,14/07/2021 16:19:28,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,30,Screen 1,response_keyboard,295.70000000298023,4,1,1,0,test_trial,SS4,pred,pet store.png,3,4
14/07/2021 21:19:29,14/07/2021 16:19:30,56975,3,4266444,60edaf90d8aa718a66510d04,Chrome 91.0.4472.124,reminder,2,SS4,31,Screen 1,response_keyboard,428.79999999701977,2,1,1,0,test_trial,SS4,pred,pet store.png,4,2
